GEOID,NAME,Median_Rent,
1400000US06059063101,"Census Tract 631.01, Orange County, California",857,
1400000US06059063102,"Census Tract 631.02, Orange County, California",888,
1400000US06059063103,"Census Tract 631.03, Orange County, California",894,
1400000US06059063201,"Census Tract 632.01, Orange County, California",829,
1400000US06059063202,"Census Tract 632.02, Orange County, California",834,
1400000US06059063301,"Census Tract 633.01, Orange County, California",914,
1400000US06059063302,"Census Tract 633.02, Orange County, California",958,
1400000US06059063400,"Census Tract 634, Orange County, California",1169,
1400000US06059063500,"Census Tract 635, Orange County, California",1245,
1400000US06059063601,"Census Tract 636.01, Orange County, California",1009,
1400000US06059063603,"Census Tract 636.03, Orange County, California",1028,
1400000US06059063604,"Census Tract 636.04, Orange County, California",762,
1400000US06059063605,"Census Tract 636.05, Orange County, California",809,
1400000US06059063701,"Census Tract 637.01, Orange County, California",767,
1400000US06059063702,"Census Tract 637.02, Orange County, California",830,
1400000US06059063802,"Census Tract 638.02, Orange County, California",862,
1400000US06059063803,"Census Tract 638.03, Orange County, California",1009,
1400000US06059063805,"Census Tract 638.05, Orange County, California",1080,
1400000US06059063806,"Census Tract 638.06, Orange County, California",861,
1400000US06059063807,"Census Tract 638.07, Orange County, California",1050,
1400000US06059063808,"Census Tract 638.08, Orange County, California",815,
1400000US06059063902,"Census Tract 639.02, Orange County, California",1016,
1400000US06059063903,"Census Tract 639.03, Orange County, California",877,
1400000US06059063904,"Census Tract 639.04, Orange County, California",858,
1400000US06059063905,"Census Tract 639.05, Orange County, California",1053,
1400000US06059063906,"Census Tract 639.06, Orange County, California",853,
1400000US06059063907,"Census Tract 639.07, Orange County, California",1172,
1400000US06059063908,"Census Tract 639.08, Orange County, California",929,
1400000US06059074003,"Census Tract 740.03, Orange County, California",758,
1400000US06059074004,"Census Tract 740.04, Orange County, California",910,
1400000US06059074005,"Census Tract 740.05, Orange County, California",768,
1400000US06059074006,"Census Tract 740.06, Orange County, California",871,
1400000US06059074102,"Census Tract 741.02, Orange County, California",875,
1400000US06059074103,"Census Tract 741.03, Orange County, California",896,
1400000US06059074106,"Census Tract 741.06, Orange County, California",886,
1400000US06059074107,"Census Tract 741.07, Orange County, California",1001,
1400000US06059074108,"Census Tract 741.08, Orange County, California",900,
1400000US06059074109,"Census Tract 741.09, Orange County, California",720,
1400000US06059074110,"Census Tract 741.10, Orange County, California",1173,
1400000US06059074111,"Census Tract 741.11, Orange County, California",900,
1400000US06059074200,"Census Tract 742, Orange County, California",823,
1400000US06059074300,"Census Tract 743, Orange County, California",755,
1400000US06059074403,"Census Tract 744.03, Orange County, California",661,
1400000US06059074405,"Census Tract 744.05, Orange County, California",608,
1400000US06059074406,"Census Tract 744.06, Orange County, California",643,
1400000US06059074407,"Census Tract 744.07, Orange County, California",786,
1400000US06059074408,"Census Tract 744.08, Orange County, California",752,
1400000US06059074501,"Census Tract 745.01, Orange County, California",573,
1400000US06059074502,"Census Tract 745.02, Orange County, California",788,
1400000US06059074601,"Census Tract 746.01, Orange County, California",652,
1400000US06059074602,"Census Tract 746.02, Orange County, California",663,
1400000US06059074701,"Census Tract 747.01, Orange County, California",750,
1400000US06059074702,"Census Tract 747.02, Orange County, California",707,
1400000US06059074801,"Census Tract 748.01, Orange County, California",717,
1400000US06059074802,"Census Tract 748.02, Orange County, California",629,
1400000US06059074803,"Census Tract 748.03, Orange County, California",744,
1400000US06059074805,"Census Tract 748.05, Orange County, California",774,
1400000US06059074806,"Census Tract 748.06, Orange County, California",675,
1400000US06059074901,"Census Tract 749.01, Orange County, California",635,
1400000US06059074902,"Census Tract 749.02, Orange County, California",670,
1400000US06059075002,"Census Tract 750.02, Orange County, California",591,
1400000US06059075003,"Census Tract 750.03, Orange County, California",651,
1400000US06059075004,"Census Tract 750.04, Orange County, California",617,
1400000US06059075100,"Census Tract 751, Orange County, California",630,
1400000US06059075201,"Census Tract 752.01, Orange County, California",796,
1400000US06059075202,"Census Tract 752.02, Orange County, California",700,
1400000US06059075301,"Census Tract 753.01, Orange County, California",819,
1400000US06059075302,"Census Tract 753.02, Orange County, California",864,
1400000US06059075303,"Census Tract 753.03, Orange County, California",682,
1400000US06059075401,"Census Tract 754.01, Orange County, California",876,
1400000US06059075403,"Census Tract 754.03, Orange County, California",844,
1400000US06059075404,"Census Tract 754.04, Orange County, California",775,
1400000US06059075405,"Census Tract 754.05, Orange County, California",881,
1400000US06059075504,"Census Tract 755.04, Orange County, California",841,
1400000US06059075505,"Census Tract 755.05, Orange County, California",778,
1400000US06059075506,"Census Tract 755.06, Orange County, California",1065,
1400000US06059075507,"Census Tract 755.07, Orange County, California",833,
1400000US06059075512,"Census Tract 755.12, Orange County, California",883,
1400000US06059075513,"Census Tract 755.13, Orange County, California",874,
1400000US06059075514,"Census Tract 755.14, Orange County, California",782,
1400000US06059075515,"Census Tract 755.15, Orange County, California",841,
1400000US06059075603,"Census Tract 756.03, Orange County, California",943,
1400000US06059075604,"Census Tract 756.04, Orange County, California",1319,
1400000US06059075605,"Census Tract 756.05, Orange County, California",904,
1400000US06059075606,"Census Tract 756.06, Orange County, California",1804,
1400000US06059075607,"Census Tract 756.07, Orange County, California",1253,
1400000US06059075701,"Census Tract 757.01, Orange County, California",885,
1400000US06059075702,"Census Tract 757.02, Orange County, California",1197,
1400000US06059075703,"Census Tract 757.03, Orange County, California",1364,
1400000US06059075805,"Census Tract 758.05, Orange County, California",816,
1400000US06059075806,"Census Tract 758.06, Orange County, California",798,
1400000US06059075807,"Census Tract 758.07, Orange County, California",871,
1400000US06059075808,"Census Tract 758.08, Orange County, California",1189,
1400000US06059075809,"Census Tract 758.09, Orange County, California",613,
1400000US06059075810,"Census Tract 758.10, Orange County, California",1188,
1400000US06059075811,"Census Tract 758.11, Orange County, California",770,
1400000US06059075812,"Census Tract 758.12, Orange County, California",763,
1400000US06059075813,"Census Tract 758.13, Orange County, California",897,
1400000US06059075814,"Census Tract 758.14, Orange County, California",1272,
1400000US06059075815,"Census Tract 758.15, Orange County, California",864,
1400000US06059075816,"Census Tract 758.16, Orange County, California",911,
1400000US06059075901,"Census Tract 759.01, Orange County, California",706,
1400000US06059075902,"Census Tract 759.02, Orange County, California",839,
1400000US06059076000,"Census Tract 760, Orange County, California",786,
1400000US06059076101,"Census Tract 761.01, Orange County, California",806,
1400000US06059076102,"Census Tract 761.02, Orange County, California",849,
1400000US06059076103,"Census Tract 761.03, Orange County, California",763,
1400000US06059076201,"Census Tract 762.01, Orange County, California",844,
1400000US06059076202,"Census Tract 762.02, Orange County, California",848,
1400000US06059076204,"Census Tract 762.04, Orange County, California",708,
1400000US06059076205,"Census Tract 762.05, Orange County, California",871,
1400000US06059076206,"Census Tract 762.06, Orange County, California",796,
1400000US06059076208,"Census Tract 762.08, Orange County, California",875,
1400000US06059086301,"Census Tract 863.01, Orange County, California",662,
1400000US06059086303,"Census Tract 863.03, Orange County, California",830,
1400000US06059086304,"Census Tract 863.04, Orange County, California",801,
1400000US06059086305,"Census Tract 863.05, Orange County, California",1178,
1400000US06059086306,"Census Tract 863.06, Orange County, California",824,
1400000US06059086402,"Census Tract 864.02, Orange County, California",740,
1400000US06059086404,"Census Tract 864.04, Orange County, California",734,
1400000US06059086405,"Census Tract 864.05, Orange County, California",749,
1400000US06059086406,"Census Tract 864.06, Orange County, California",748,
1400000US06059086407,"Census Tract 864.07, Orange County, California",802,
1400000US06059086501,"Census Tract 865.01, Orange County, California",697,
1400000US06059086502,"Census Tract 865.02, Orange County, California",621,
1400000US06059086601,"Census Tract 866.01, Orange County, California",683,
1400000US06059086602,"Census Tract 866.02, Orange County, California",780,
1400000US06059086701,"Census Tract 867.01, Orange County, California",778,
1400000US06059086702,"Census Tract 867.02, Orange County, California",762,
1400000US06059086801,"Census Tract 868.01, Orange County, California",953,
1400000US06059086802,"Census Tract 868.02, Orange County, California",775,
1400000US06059086803,"Census Tract 868.03, Orange County, California",810,
1400000US06059086901,"Census Tract 869.01, Orange County, California",700,
1400000US06059086902,"Census Tract 869.02, Orange County, California",733,
1400000US06059086903,"Census Tract 869.03, Orange County, California",725,
1400000US06059087001,"Census Tract 870.01, Orange County, California",758,
1400000US06059087002,"Census Tract 870.02, Orange County, California",717,
1400000US06059087101,"Census Tract 871.01, Orange County, California",750,
1400000US06059087102,"Census Tract 871.02, Orange County, California",788,
1400000US06059087103,"Census Tract 871.03, Orange County, California",729,
1400000US06059087105,"Census Tract 871.05, Orange County, California",675,
1400000US06059087106,"Census Tract 871.06, Orange County, California",660,
1400000US06059087200,"Census Tract 872, Orange County, California",674,
1400000US06059087300,"Census Tract 873, Orange County, California",689,
1400000US06059087401,"Census Tract 874.01, Orange County, California",735,
1400000US06059087403,"Census Tract 874.03, Orange County, California",705,
1400000US06059087404,"Census Tract 874.04, Orange County, California",705,
1400000US06059087405,"Census Tract 874.05, Orange County, California",670,
1400000US06059087501,"Census Tract 875.01, Orange County, California",594,
1400000US06059087503,"Census Tract 875.03, Orange County, California",766,
1400000US06059087504,"Census Tract 875.04, Orange County, California",714,
1400000US06059087601,"Census Tract 876.01, Orange County, California",735,
1400000US06059087602,"Census Tract 876.02, Orange County, California",663,
1400000US06059087701,"Census Tract 877.01, Orange County, California",643,
1400000US06059087703,"Census Tract 877.03, Orange County, California",878,
1400000US06059087704,"Census Tract 877.04, Orange County, California",816,
1400000US06059087801,"Census Tract 878.01, Orange County, California",766,
1400000US06059087802,"Census Tract 878.02, Orange County, California",750,
1400000US06059087803,"Census Tract 878.03, Orange County, California",841,
1400000US06059087805,"Census Tract 878.05, Orange County, California",738,
1400000US06059087806,"Census Tract 878.06, Orange County, California",687,
1400000US06059087901,"Census Tract 879.01, Orange County, California",672,
1400000US06059087902,"Census Tract 879.02, Orange County, California",748,
1400000US06059088001,"Census Tract 880.01, Orange County, California",943,
1400000US06059088002,"Census Tract 880.02, Orange County, California",757,
1400000US06059088101,"Census Tract 881.01, Orange County, California",882,
1400000US06059088104,"Census Tract 881.04, Orange County, California",786,
1400000US06059088105,"Census Tract 881.05, Orange County, California",1025,
1400000US06059088106,"Census Tract 881.06, Orange County, California",746,
1400000US06059088107,"Census Tract 881.07, Orange County, California",747,
1400000US06059088201,"Census Tract 882.01, Orange County, California",690,
1400000US06059088202,"Census Tract 882.02, Orange County, California",1023,
1400000US06059088203,"Census Tract 882.03, Orange County, California",722,
1400000US06059088301,"Census Tract 883.01, Orange County, California",644,
1400000US06059088302,"Census Tract 883.02, Orange County, California",927,
1400000US06059088401,"Census Tract 884.01, Orange County, California",1038,
1400000US06059088402,"Census Tract 884.02, Orange County, California",736,
1400000US06059088403,"Census Tract 884.03, Orange County, California",821,
1400000US06059088501,"Census Tract 885.01, Orange County, California",677,
1400000US06059088502,"Census Tract 885.02, Orange County, California",801,
1400000US06059088601,"Census Tract 886.01, Orange County, California",707,
1400000US06059088602,"Census Tract 886.02, Orange County, California",715,
1400000US06059088701,"Census Tract 887.01, Orange County, California",672,
1400000US06059088702,"Census Tract 887.02, Orange County, California",769,
1400000US06059088801,"Census Tract 888.01, Orange County, California",776,
1400000US06059088802,"Census Tract 888.02, Orange County, California",828,
1400000US06059088901,"Census Tract 889.01, Orange County, California",853,
1400000US06059088902,"Census Tract 889.02, Orange County, California",861,
1400000US06059088903,"Census Tract 889.03, Orange County, California",850,
1400000US06059088904,"Census Tract 889.04, Orange County, California",771,
1400000US06059088905,"Census Tract 889.05, Orange County, California",907,
1400000US06059089001,"Census Tract 890.01, Orange County, California",826,
1400000US06059089003,"Census Tract 890.03, Orange County, California",900,
1400000US06059089004,"Census Tract 890.04, Orange County, California",831,
1400000US06059089102,"Census Tract 891.02, Orange County, California",846,
1400000US06059089104,"Census Tract 891.04, Orange County, California",583,
1400000US06059089105,"Census Tract 891.05, Orange County, California",791,
1400000US06059089106,"Census Tract 891.06, Orange County, California",803,
1400000US06059089107,"Census Tract 891.07, Orange County, California",1046,
1400000US06059099202,"Census Tract 992.02, Orange County, California",955,
1400000US06059099203,"Census Tract 992.03, Orange County, California",1015,
1400000US06059099204,"Census Tract 992.04, Orange County, California",841,
1400000US06059099212,"Census Tract 992.12, Orange County, California",891,
1400000US06059099214,"Census Tract 992.14, Orange County, California",1009,
1400000US06059099215,"Census Tract 992.15, Orange County, California",1042,
1400000US06059099216,"Census Tract 992.16, Orange County, California",1030,
1400000US06059099217,"Census Tract 992.17, Orange County, California",1165,
1400000US06059099220,"Census Tract 992.20, Orange County, California",950,
1400000US06059099222,"Census Tract 992.22, Orange County, California",943,
1400000US06059099223,"Census Tract 992.23, Orange County, California",875,
1400000US06059099224,"Census Tract 992.24, Orange County, California",829,
1400000US06059099225,"Census Tract 992.25, Orange County, California",1228,
1400000US06059099226,"Census Tract 992.26, Orange County, California",1182,
1400000US06059099227,"Census Tract 992.27, Orange County, California",880,
1400000US06059099229,"Census Tract 992.29, Orange County, California",1029,
1400000US06059099230,"Census Tract 992.30, Orange County, California",1134,
1400000US06059099231,"Census Tract 992.31, Orange County, California",1242,
1400000US06059099232,"Census Tract 992.32, Orange County, California",1218,
1400000US06059099233,"Census Tract 992.33, Orange County, California",1082,
1400000US06059099234,"Census Tract 992.34, Orange County, California",1323,
1400000US06059099235,"Census Tract 992.35, Orange County, California",943,
1400000US06059099237,"Census Tract 992.37, Orange County, California",1284,
1400000US06059099238,"Census Tract 992.38, Orange County, California",1323,
1400000US06059099239,"Census Tract 992.39, Orange County, California",1308,
1400000US06059099240,"Census Tract 992.40, Orange County, California",1007,
1400000US06059099241,"Census Tract 992.41, Orange County, California",846,
1400000US06059099242,"Census Tract 992.42, Orange County, California",1077,
1400000US06059099243,"Census Tract 992.43, Orange County, California",1264,
1400000US06059099244,"Census Tract 992.44, Orange County, California",990,
1400000US06059099245,"Census Tract 992.45, Orange County, California",1375,
1400000US06059099246,"Census Tract 992.46, Orange County, California",1344,
1400000US06059099247,"Census Tract 992.47, Orange County, California",817,
1400000US06059099248,"Census Tract 992.48, Orange County, California",849,
1400000US06059099249,"Census Tract 992.49, Orange County, California",724,
1400000US06059099250,"Census Tract 992.50, Orange County, California",988,
1400000US06059099251,"Census Tract 992.51, Orange County, California",939,
1400000US06059099305,"Census Tract 993.05, Orange County, California",913,
1400000US06059099306,"Census Tract 993.06, Orange County, California",886,
1400000US06059099307,"Census Tract 993.07, Orange County, California",824,
1400000US06059099308,"Census Tract 993.08, Orange County, California",238,
1400000US06059099309,"Census Tract 993.09, Orange County, California",985,
1400000US06059099310,"Census Tract 993.10, Orange County, California",1018,
1400000US06059099311,"Census Tract 993.11, Orange County, California",916,
1400000US06059099402,"Census Tract 994.02, Orange County, California",762,
1400000US06059099404,"Census Tract 994.04, Orange County, California",963,
1400000US06059099405,"Census Tract 994.05, Orange County, California",966,
1400000US06059099406,"Census Tract 994.06, Orange County, California",836,
1400000US06059099407,"Census Tract 994.07, Orange County, California",906,
1400000US06059099408,"Census Tract 994.08, Orange County, California",1075,
1400000US06059099410,"Census Tract 994.10, Orange County, California",848,
1400000US06059099411,"Census Tract 994.11, Orange County, California",914,
1400000US06059099412,"Census Tract 994.12, Orange County, California",973,
1400000US06059099413,"Census Tract 994.13, Orange County, California",818,
1400000US06059099415,"Census Tract 994.15, Orange County, California",1365,
1400000US06059099416,"Census Tract 994.16, Orange County, California",912,
1400000US06059099417,"Census Tract 994.17, Orange County, California",989,
1400000US06059099502,"Census Tract 995.02, Orange County, California",1204,
1400000US06059099504,"Census Tract 995.04, Orange County, California",1955,
1400000US06059099506,"Census Tract 995.06, Orange County, California",996,
1400000US06059099508,"Census Tract 995.08, Orange County, California",911,
1400000US06059099509,"Census Tract 995.09, Orange County, California",267,
1400000US06059099510,"Census Tract 995.10, Orange County, California",271,
1400000US06059099511,"Census Tract 995.11, Orange County, California",976,
1400000US06059099512,"Census Tract 995.12, Orange County, California",1019,
1400000US06059099513,"Census Tract 995.13, Orange County, California",909,
1400000US06059099514,"Census Tract 995.14, Orange County, California",1786,
1400000US06059099601,"Census Tract 996.01, Orange County, California",724,
1400000US06059099602,"Census Tract 996.02, Orange County, California",890,
1400000US06059099603,"Census Tract 996.03, Orange County, California",1037,
1400000US06059099604,"Census Tract 996.04, Orange County, California",1232,
1400000US06059099605,"Census Tract 996.05, Orange County, California",1090,
1400000US06059099701,"Census Tract 997.01, Orange County, California",780,
1400000US06059099702,"Census Tract 997.02, Orange County, California",723,
1400000US06059099703,"Census Tract 997.03, Orange County, California",979,
1400000US06059099801,"Census Tract 998.01, Orange County, California",786,
1400000US06059099802,"Census Tract 998.02, Orange County, California",758,
1400000US06059099803,"Census Tract 998.03, Orange County, California",644,
1400000US06059099902,"Census Tract 999.02, Orange County, California",787,
1400000US06059099903,"Census Tract 999.03, Orange County, California",712,
1400000US06059099904,"Census Tract 999.04, Orange County, California",767,
1400000US06059099905,"Census Tract 999.05, Orange County, California",767,
1400000US06059099906,"Census Tract 999.06, Orange County, California",1134,
1400000US06059110001,"Census Tract 1100.01, Orange County, California",867,
1400000US06059110003,"Census Tract 1100.03, Orange County, California",697,
1400000US06059110004,"Census Tract 1100.04, Orange County, California",1132,
1400000US06059110005,"Census Tract 1100.05, Orange County, California",1307,
1400000US06059110006,"Census Tract 1100.06, Orange County, California",747,
1400000US06059110007,"Census Tract 1100.07, Orange County, California",1520,
1400000US06059110008,"Census Tract 1100.08, Orange County, California",952,
1400000US06059110010,"Census Tract 1100.10, Orange County, California",1194,
1400000US06059110011,"Census Tract 1100.11, Orange County, California",1192,
1400000US06059110012,"Census Tract 1100.12, Orange County, California",1530,
1400000US06059110014,"Census Tract 1100.14, Orange County, California",826,
1400000US06059110015,"Census Tract 1100.15, Orange County, California",1073,
1400000US06059110102,"Census Tract 1101.02, Orange County, California",836,
1400000US06059110104,"Census Tract 1101.04, Orange County, California",796,
1400000US06059110106,"Census Tract 1101.06, Orange County, California",973,
1400000US06059110108,"Census Tract 1101.08, Orange County, California",840,
1400000US06059110109,"Census Tract 1101.09, Orange County, California",839,
1400000US06059110110,"Census Tract 1101.10, Orange County, California",818,
1400000US06059110111,"Census Tract 1101.11, Orange County, California",856,
1400000US06059110113,"Census Tract 1101.13, Orange County, California",1042,
1400000US06059110114,"Census Tract 1101.14, Orange County, California",1086,
1400000US06059110115,"Census Tract 1101.15, Orange County, California",891,
1400000US06059110116,"Census Tract 1101.16, Orange County, California",870,
1400000US06059110117,"Census Tract 1101.17, Orange County, California",854,
1400000US06059110118,"Census Tract 1101.18, Orange County, California",950,
1400000US06059110201,"Census Tract 1102.01, Orange County, California",778,
1400000US06059110202,"Census Tract 1102.02, Orange County, California",768,
1400000US06059110203,"Census Tract 1102.03, Orange County, California",875,
1400000US06059110301,"Census Tract 1103.01, Orange County, California",928,
1400000US06059110302,"Census Tract 1103.02, Orange County, California",871,
1400000US06059110303,"Census Tract 1103.03, Orange County, California",896,
1400000US06059110304,"Census Tract 1103.04, Orange County, California",898,
1400000US06059110401,"Census Tract 1104.01, Orange County, California",740,
1400000US06059110402,"Census Tract 1104.02, Orange County, California",718,
1400000US06059110500,"Census Tract 1105, Orange County, California",697,
1400000US06059110603,"Census Tract 1106.03, Orange County, California",722,
1400000US06059110604,"Census Tract 1106.04, Orange County, California",994,
1400000US06059110605,"Census Tract 1106.05, Orange County, California",1156,
1400000US06059110606,"Census Tract 1106.06, Orange County, California",694,
1400000US06059110607,"Census Tract 1106.07, Orange County, California",869,
1400000US06061020101,"Census Tract 201.01, Placer County, California",614,
1400000US06061020102,"Census Tract 201.02, Placer County, California",679,
1400000US06061020103,"Census Tract 201.03, Placer County, California",757,
1400000US06061020104,"Census Tract 201.04, Placer County, California",807,
1400000US06061020105,"Census Tract 201.05, Placer County, California",770,
1400000US06061020106,"Census Tract 201.06, Placer County, California",744,
1400000US06061020107,"Census Tract 201.07, Placer County, California",570,
1400000US06061020200,"Census Tract 202, Placer County, California",609,
1400000US06061020300,"Census Tract 203, Placer County, California",622,
1400000US06061020400,"Census Tract 204, Placer County, California",582,
1400000US06061020500,"Census Tract 205, Placer County, California",650,
1400000US06061020601,"Census Tract 206.01, Placer County, California",1156,
1400000US06061020602,"Census Tract 206.02, Placer County, California",676,
1400000US06061020604,"Census Tract 206.04, Placer County, California",817,
1400000US06061020605,"Census Tract 206.05, Placer County, California",588,
1400000US06061020606,"Census Tract 206.06, Placer County, California","2,000",
1400000US06061020702,"Census Tract 207.02, Placer County, California",698,
1400000US06061020703,"Census Tract 207.03, Placer County, California",733,
1400000US06061020704,"Census Tract 207.04, Placer County, California",906,
1400000US06061020705,"Census Tract 207.05, Placer County, California",832,
1400000US06061020800,"Census Tract 208, Placer County, California",675,
1400000US06061020901,"Census Tract 209.01, Placer County, California",559,
1400000US06061020902,"Census Tract 209.02, Placer County, California",599,
1400000US06061021003,"Census Tract 210.03, Placer County, California",699,
1400000US06061021004,"Census Tract 210.04, Placer County, California",1283,
1400000US06061021005,"Census Tract 210.05, Placer County, California",1099,
1400000US06061021006,"Census Tract 210.06, Placer County, California",536,
1400000US06061021007,"Census Tract 210.07, Placer County, California",722,
1400000US06061021008,"Census Tract 210.08, Placer County, California",689,
1400000US06061021103,"Census Tract 211.03, Placer County, California",551,
1400000US06061021104,"Census Tract 211.04, Placer County, California",1339,
1400000US06061021105,"Census Tract 211.05, Placer County, California",935,
1400000US06061021106,"Census Tract 211.06, Placer County, California",958,
1400000US06061021107,"Census Tract 211.07, Placer County, California",804,
1400000US06061021108,"Census Tract 211.08, Placer County, California",662,
1400000US06061021109,"Census Tract 211.09, Placer County, California",804,
1400000US06061021200,"Census Tract 212, Placer County, California",740,
1400000US06061021301,"Census Tract 213.01, Placer County, California",764,
1400000US06061021303,"Census Tract 213.03, Placer County, California",1403,
1400000US06061021304,"Census Tract 213.04, Placer County, California",688,
1400000US06061021401,"Census Tract 214.01, Placer County, California",591,
1400000US06061021402,"Census Tract 214.02, Placer County, California",584,
1400000US06061021501,"Census Tract 215.01, Placer County, California",582,
1400000US06061021502,"Census Tract 215.02, Placer County, California",670,
1400000US06061021600,"Census Tract 216, Placer County, California",580,
1400000US06061021801,"Census Tract 218.01, Placer County, California",722,
1400000US06061021802,"Census Tract 218.02, Placer County, California",598,
1400000US06061021901,"Census Tract 219.01, Placer County, California",396,
1400000US06061021902,"Census Tract 219.02, Placer County, California",790,
1400000US06061022001,"Census Tract 220.01, Placer County, California",707,
1400000US06061022002,"Census Tract 220.02, Placer County, California",576,
1400000US06063000100,"Census Tract 1, Plumas County, California",455,
1400000US06063000201,"Census Tract 2.01, Plumas County, California",464,
1400000US06063000202,"Census Tract 2.02, Plumas County, California",339,
1400000US06063000300,"Census Tract 3, Plumas County, California",401,
1400000US06063000400,"Census Tract 4, Plumas County, California",402,
1400000US06063000500,"Census Tract 5, Plumas County, California",472,
1400000US06065010000,"Census Tract 100, Riverside County, California",858,
1400000US06065010100,"Census Tract 101, Riverside County, California",517,
1400000US06065010200,"Census Tract 102, Riverside County, California",623,
1400000US06065010300,"Census Tract 103, Riverside County, California",792,
1400000US06065010400,"Census Tract 104, Riverside County, California",671,
1400000US06065010500,"Census Tract 105, Riverside County, California",533,
1400000US06065010600,"Census Tract 106, Riverside County, California",738,
1400000US06065010700,"Census Tract 107, Riverside County, California",688,
1400000US06065010800,"Census Tract 108, Riverside County, California",579,
1400000US06065010900,"Census Tract 109, Riverside County, California",686,
1400000US06065030100,"Census Tract 301, Riverside County, California",540,
1400000US06065030200,"Census Tract 302, Riverside County, California",489,
1400000US06065030300,"Census Tract 303, Riverside County, California",438,
1400000US06065030400,"Census Tract 304, Riverside County, California",407,
1400000US06065030501,"Census Tract 305.01, Riverside County, California",453,
1400000US06065030502,"Census Tract 305.02, Riverside County, California",435,
1400000US06065030503,"Census Tract 305.03, Riverside County, California",406,
1400000US06065030601,"Census Tract 306.01, Riverside County, California",1036,
1400000US06065030602,"Census Tract 306.02, Riverside County, California",929,
1400000US06065030603,"Census Tract 306.03, Riverside County, California",1236,
1400000US06065030700,"Census Tract 307, Riverside County, California",531,
1400000US06065030800,"Census Tract 308, Riverside County, California",584,
1400000US06065030900,"Census Tract 309, Riverside County, California",652,
1400000US06065031001,"Census Tract 310.01, Riverside County, California",607,
1400000US06065031002,"Census Tract 310.02, Riverside County, California",700,
1400000US06065031100,"Census Tract 311, Riverside County, California",654,
1400000US06065031200,"Census Tract 312, Riverside County, California",765,
1400000US06065031300,"Census Tract 313, Riverside County, California",496,
1400000US06065031401,"Census Tract 314.01, Riverside County, California",577,
1400000US06065031402,"Census Tract 314.02, Riverside County, California",671,
1400000US06065031501,"Census Tract 315.01, Riverside County, California",619,
1400000US06065031502,"Census Tract 315.02, Riverside County, California",562,
1400000US06065031600,"Census Tract 316, Riverside County, California",591,
1400000US06065031701,"Census Tract 317.01, Riverside County, California",349,
1400000US06065031702,"Census Tract 317.02, Riverside County, California",853,
1400000US06065031703,"Census Tract 317.03, Riverside County, California",857,
1400000US06065031704,"Census Tract 317.04, Riverside County, California",611,
1400000US06065040100,"Census Tract 401, Riverside County, California",614,
1400000US06065040201,"Census Tract 402.01, Riverside County, California",620,
1400000US06065040202,"Census Tract 402.02, Riverside County, California",671,
1400000US06065040203,"Census Tract 402.03, Riverside County, California",419,
1400000US06065040204,"Census Tract 402.04, Riverside County, California",480,
1400000US06065040301,"Census Tract 403.01, Riverside County, California",480,
1400000US06065040302,"Census Tract 403.02, Riverside County, California",981,
1400000US06065040303,"Census Tract 403.03, Riverside County, California",640,
1400000US06065040401,"Census Tract 404.01, Riverside County, California",917,
1400000US06065040402,"Census Tract 404.02, Riverside County, California",580,
1400000US06065040403,"Census Tract 404.03, Riverside County, California",702,
1400000US06065040501,"Census Tract 405.01, Riverside County, California",665,
1400000US06065040502,"Census Tract 405.02, Riverside County, California",617,
1400000US06065040503,"Census Tract 405.03, Riverside County, California",532,
1400000US06065040602,"Census Tract 406.02, Riverside County, California",566,
1400000US06065040603,"Census Tract 406.03, Riverside County, California",532,
1400000US06065040604,"Census Tract 406.04, Riverside County, California",1061,
1400000US06065040605,"Census Tract 406.05, Riverside County, California",652,
1400000US06065040606,"Census Tract 406.06, Riverside County, California",511,
1400000US06065040701,"Census Tract 407.01, Riverside County, California",856,
1400000US06065040702,"Census Tract 407.02, Riverside County, California",763,
1400000US06065040703,"Census Tract 407.03, Riverside County, California",776,
1400000US06065040803,"Census Tract 408.03, Riverside County, California",601,
1400000US06065040804,"Census Tract 408.04, Riverside County, California",862,
1400000US06065040805,"Census Tract 408.05, Riverside County, California",0,
1400000US06065040806,"Census Tract 408.06, Riverside County, California",1063,
1400000US06065040807,"Census Tract 408.07, Riverside County, California",1004,
1400000US06065040808,"Census Tract 408.08, Riverside County, California",698,
1400000US06065040809,"Census Tract 408.09, Riverside County, California",679,
1400000US06065040810,"Census Tract 408.10, Riverside County, California",866,
1400000US06065040811,"Census Tract 408.11, Riverside County, California",940,
1400000US06065040901,"Census Tract 409.01, Riverside County, California",498,
1400000US06065040902,"Census Tract 409.02, Riverside County, California",593,
1400000US06065040903,"Census Tract 409.03, Riverside County, California",588,
1400000US06065040904,"Census Tract 409.04, Riverside County, California",757,
1400000US06065041001,"Census Tract 410.01, Riverside County, California",616,
1400000US06065041002,"Census Tract 410.02, Riverside County, California",774,
1400000US06065041003,"Census Tract 410.03, Riverside County, California",528,
1400000US06065041004,"Census Tract 410.04, Riverside County, California",606,
1400000US06065041100,"Census Tract 411, Riverside County, California",544,
1400000US06065041201,"Census Tract 412.01, Riverside County, California",526,
1400000US06065041202,"Census Tract 412.02, Riverside County, California",624,
1400000US06065041203,"Census Tract 412.03, Riverside County, California",550,
1400000US06065041300,"Census Tract 413, Riverside County, California",556,
1400000US06065041403,"Census Tract 414.03, Riverside County, California",588,
1400000US06065041404,"Census Tract 414.04, Riverside County, California",818,
