GEOID,Label for GEO_ID,Total,Owner Occupied,Renter Occupied
1400000US06037900900,"Census Tract 9009, Los Angeles County, California",37656,41944,24250
1400000US06037901003,"Census Tract 9010.03, Los Angeles County, California",0,0,0
1400000US06037901004,"Census Tract 9010.04, Los Angeles County, California",61269,71218,36518
1400000US06037901005,"Census Tract 9010.05, Los Angeles County, California",53250,60909,31250
1400000US06037901006,"Census Tract 9010.06, Los Angeles County, California",52399,61613,35865
1400000US06037901007,"Census Tract 9010.07, Los Angeles County, California",63293,65417,29125
1400000US06037901101,"Census Tract 9011.01, Los Angeles County, California",48652,53352,23981
1400000US06037901102,"Census Tract 9011.02, Los Angeles County, California",46474,62793,24732
1400000US06037901203,"Census Tract 9012.03, Los Angeles County, California",40938,45725,16250
1400000US06037901204,"Census Tract 9012.04, Los Angeles County, California",54583,60481,32917
1400000US06037901205,"Census Tract 9012.05, Los Angeles County, California",52052,72367,15472
1400000US06037901206,"Census Tract 9012.06, Los Angeles County, California",55583,55833,49750
1400000US06037901207,"Census Tract 9012.07, Los Angeles County, California",93120,96121,26923
1400000US06037910000,"Census Tract 9100, Los Angeles County, California",42805,49267,25174
1400000US06037910100,"Census Tract 9101, Los Angeles County, California",26546,31250,21761
1400000US06037910201,"Census Tract 9102.01, Los Angeles County, California",53487,64318,46736
1400000US06037910202,"Census Tract 9102.02, Los Angeles County, California",75611,81165,45347
1400000US06037910203,"Census Tract 9102.03, Los Angeles County, California",60526,61881,43026
1400000US06037910204,"Census Tract 9102.04, Los Angeles County, California",70963,71429,70352
1400000US06037910205,"Census Tract 9102.05, Los Angeles County, California",66875,70625,30938
1400000US06037910206,"Census Tract 9102.06, Los Angeles County, California",74917,77217,46250
1400000US06037910301,"Census Tract 9103.01, Los Angeles County, California",80432,91249,33150
1400000US06037910302,"Census Tract 9103.02, Los Angeles County, California",69514,71357,46458
1400000US06037910401,"Census Tract 9104.01, Los Angeles County, California",57635,62355,44135
1400000US06037910402,"Census Tract 9104.02, Los Angeles County, California",26510,42292,22412
1400000US06037910403,"Census Tract 9104.03, Los Angeles County, California",19444,34861,18495
1400000US06037910404,"Census Tract 9104.04, Los Angeles County, California",41349,51458,26222
1400000US06037910501,"Census Tract 9105.01, Los Angeles County, California",13455,14250,13301
1400000US06037910502,"Census Tract 9105.02, Los Angeles County, California",28656,32429,15488
1400000US06037910503,"Census Tract 9105.03, Los Angeles County, California",44244,50291,23438
1400000US06037910601,"Census Tract 9106.01, Los Angeles County, California",34146,35473,31667
1400000US06037910602,"Census Tract 9106.02, Los Angeles County, California",39390,40521,38984
1400000US06037910603,"Census Tract 9106.03, Los Angeles County, California",47976,56285,27500
1400000US06037910604,"Census Tract 9106.04, Los Angeles County, California",47619,51585,21650
1400000US06037910703,"Census Tract 9107.03, Los Angeles County, California",49576,51307,32344
1400000US06037910704,"Census Tract 9107.04, Los Angeles County, California",49073,53983,35054
1400000US06037910705,"Census Tract 9107.05, Los Angeles County, California",55625,58229,32750
1400000US06037910706,"Census Tract 9107.06, Los Angeles County, California",41005,42981,38929
1400000US06037910707,"Census Tract 9107.07, Los Angeles County, California",39669,55605,24400
1400000US06037910708,"Census Tract 9107.08, Los Angeles County, California",47969,49219,11250
1400000US06037910709,"Census Tract 9107.09, Los Angeles County, California",62708,65139,29167
1400000US06037910710,"Census Tract 9107.10, Los Angeles County, California",50359,53393,36411
1400000US06037910803,"Census Tract 9108.03, Los Angeles County, California",78074,85000,50927
1400000US06037910804,"Census Tract 9108.04, Los Angeles County, California",58200,61490,31477
1400000US06037910805,"Census Tract 9108.05, Los Angeles County, California",67042,70833,34688
1400000US06037910806,"Census Tract 9108.06, Los Angeles County, California",49079,49079,0
1400000US06037910807,"Census Tract 9108.07, Los Angeles County, California",71083,75767,54464
1400000US06037910808,"Census Tract 9108.08, Los Angeles County, California",79730,84824,68438
1400000US06037910809,"Census Tract 9108.09, Los Angeles County, California",118013,121649,75227
1400000US06037910810,"Census Tract 9108.10, Los Angeles County, California",94750,96826,33098
1400000US06037910901,"Census Tract 9109.01, Los Angeles County, California",54750,65921,15469
1400000US06037910902,"Census Tract 9109.02, Los Angeles County, California",26726,38077,20288
1400000US06037911000,"Census Tract 9110, Los Angeles County, California",44297,47500,20114
1400000US06037920013,"Census Tract 9200.13, Los Angeles County, California",66923,70153,58333
1400000US06037920014,"Census Tract 9200.14, Los Angeles County, California",47639,49028,38438
1400000US06037920015,"Census Tract 9200.15, Los Angeles County, California",88952,90000,85397
1400000US06037920016,"Census Tract 9200.16, Los Angeles County, California",69074,73750,51250
1400000US06037920017,"Census Tract 9200.17, Los Angeles County, California",68818,71139,50833
1400000US06037920018,"Census Tract 9200.18, Los Angeles County, California",75755,75563,80124
1400000US06037920019,"Census Tract 9200.19, Los Angeles County, California",82003,85596,54143
1400000US06037920020,"Census Tract 9200.20, Los Angeles County, California",71125,75206,40595
1400000US06037920023,"Census Tract 9200.23, Los Angeles County, California",50795,54643,26136
1400000US06037920026,"Census Tract 9200.26, Los Angeles County, California",82243,92402,41071
1400000US06037920027,"Census Tract 9200.27, Los Angeles County, California","200,000+","200,000+",0
1400000US06037920028,"Census Tract 9200.28, Los Angeles County, California",74743,74816,67143
1400000US06037920029,"Census Tract 9200.29, Los Angeles County, California",62500,71496,35688
1400000US06037920030,"Census Tract 9200.30, Los Angeles County, California",66492,70332,50129
1400000US06037920031,"Census Tract 9200.31, Los Angeles County, California",38578,41299,26518
1400000US06037920032,"Census Tract 9200.32, Los Angeles County, California",108019,108019,0
1400000US06037920033,"Census Tract 9200.33, Los Angeles County, California",60556,60556,0
1400000US06037920034,"Census Tract 9200.34, Los Angeles County, California",57500,66591,28500
1400000US06037920035,"Census Tract 9200.35, Los Angeles County, California",54743,61196,50063
1400000US06037920036,"Census Tract 9200.36, Los Angeles County, California",55402,62955,36563
1400000US06037920037,"Census Tract 9200.37, Los Angeles County, California",51029,52014,50854
1400000US06037920038,"Census Tract 9200.38, Los Angeles County, California",37917,44315,31520
1400000US06037920039,"Census Tract 9200.39, Los Angeles County, California",91599,93538,52788
1400000US06037920040,"Census Tract 9200.40, Los Angeles County, California",64563,70278,52188
1400000US06037920041,"Census Tract 9200.41, Los Angeles County, California",64464,64821,44063
1400000US06037920042,"Census Tract 9200.42, Los Angeles County, California",57448,65365,47500
1400000US06037920043,"Census Tract 9200.43, Los Angeles County, California",106417,106417,0
1400000US06037920103,"Census Tract 9201.03, Los Angeles County, California",51513,71852,33942
1400000US06037920104,"Census Tract 9201.04, Los Angeles County, California",92771,93905,51094
1400000US06037920105,"Census Tract 9201.05, Los Angeles County, California",84845,86506,63523
1400000US06037920106,"Census Tract 9201.06, Los Angeles County, California",50625,53409,45703
1400000US06037920107,"Census Tract 9201.07, Los Angeles County, California",0,0,0
1400000US06037920108,"Census Tract 9201.08, Los Angeles County, California",0,0,0
1400000US06037920109,"Census Tract 9201.09, Los Angeles County, California",83492,85000,56250
1400000US06037920110,"Census Tract 9201.10, Los Angeles County, California",96138,102775,49485
1400000US06037920111,"Census Tract 9201.11, Los Angeles County, California",78777,78081,81643
1400000US06037920112,"Census Tract 9201.12, Los Angeles County, California",76242,86275,21250
1400000US06037920113,"Census Tract 9201.13, Los Angeles County, California",71331,82947,29957
1400000US06037920200,"Census Tract 9202, Los Angeles County, California",0,0,0
1400000US06037920303,"Census Tract 9203.03, Los Angeles County, California",66302,88498,63594
1400000US06037920312,"Census Tract 9203.12, Los Angeles County, California",55156,87444,24444
1400000US06037920313,"Census Tract 9203.13, Los Angeles County, California",66444,71944,40163
1400000US06037920314,"Census Tract 9203.14, Los Angeles County, California",96486,103923,37788
1400000US06037920322,"Census Tract 9203.22, Los Angeles County, California",77939,88151,34886
1400000US06037920326,"Census Tract 9203.26, Los Angeles County, California",65284,95603,50761
1400000US06037920327,"Census Tract 9203.27, Los Angeles County, California",99080,100685,57031
1400000US06037920328,"Census Tract 9203.28, Los Angeles County, California",93373,151378,51477
1400000US06037920329,"Census Tract 9203.29, Los Angeles County, California",66188,79011,49347
1400000US06037920330,"Census Tract 9203.30, Los Angeles County, California",77345,87562,50341
1400000US06037920331,"Census Tract 9203.31, Los Angeles County, California",82592,96430,16290
1400000US06037920332,"Census Tract 9203.32, Los Angeles County, California",70613,75948,52375
1400000US06037920334,"Census Tract 9203.34, Los Angeles County, California",69904,82630,31594
1400000US06037920335,"Census Tract 9203.35, Los Angeles County, California",44458,61953,39620
1400000US06037930000,"Census Tract 9300, Los Angeles County, California",50795,61023,12708
1400000US06037930100,"Census Tract 9301, Los Angeles County, California",125394,128354,18750
1400000US06037930200,"Census Tract 9302, Los Angeles County, California",39083,53750,26250
1400000US06039000102,"Census Tract 1.02, Madera County, California",35635,37328,26840
1400000US06039000103,"Census Tract 1.03, Madera County, California",35085,39336,29083
1400000US06039000104,"Census Tract 1.04, Madera County, California",36325,40450,26213
1400000US06039000105,"Census Tract 1.05, Madera County, California",43077,45833,35732
1400000US06039000200,"Census Tract 2, Madera County, California",32262,41352,24784
1400000US06039000300,"Census Tract 3, Madera County, California",30435,37217,24650
1400000US06039000400,"Census Tract 4, Madera County, California",29922,42794,25240
1400000US06039000502,"Census Tract 5.02, Madera County, California",32876,40652,21754
1400000US06039000503,"Census Tract 5.03, Madera County, California",43846,51827,33264
1400000US06039000506,"Census Tract 5.06, Madera County, California",41860,43594,37130
1400000US06039000507,"Census Tract 5.07, Madera County, California",41288,46355,21299
1400000US06039000508,"Census Tract 5.08, Madera County, California",37582,41604,18350
1400000US06039000509,"Census Tract 5.09, Madera County, California",56746,58290,37083
1400000US06039000601,"Census Tract 6.01, Madera County, California",27406,34035,18272
1400000US06039000602,"Census Tract 6.02, Madera County, California",22196,22708,21763
1400000US06039000700,"Census Tract 7, Madera County, California",45869,50517,33672
1400000US06039000800,"Census Tract 8, Madera County, California",19779,22065,18040
1400000US06039000900,"Census Tract 9, Madera County, California",24091,32315,16034
1400000US06039001000,"Census Tract 10, Madera County, California",39804,52276,26771
1400000US06041101100,"Census Tract 1011, Marin County, California",98300,105406,65139
1400000US06041101200,"Census Tract 1012, Marin County, California",71400,73086,66058
1400000US06041102100,"Census Tract 1021, Marin County, California",78204,89233,34250
1400000US06041102201,"Census Tract 1022.01, Marin County, California",57378,74560,39279
1400000US06041103100,"Census Tract 1031, Marin County, California",88586,93806,51875
1400000US06041103200,"Census Tract 1032, Marin County, California",59432,72114,39968
1400000US06041104101,"Census Tract 1041.01, Marin County, California",66118,80437,39514
1400000US06041104102,"Census Tract 1041.02, Marin County, California",50869,58813,44222
1400000US06041104200,"Census Tract 1042, Marin County, California",75263,84278,58906
1400000US06041104300,"Census Tract 1043, Marin County, California",103864,107501,78776
1400000US06041105000,"Census Tract 1050, Marin County, California",47068,47625,46402
1400000US06041106001,"Census Tract 1060.01, Marin County, California",63558,68500,58750
1400000US06041106002,"Census Tract 1060.02, Marin County, California",75107,83368,35250
1400000US06041107000,"Census Tract 1070, Marin County, California",87124,96486,39583
1400000US06041108100,"Census Tract 1081, Marin County, California",73323,75547,60735
1400000US06041108200,"Census Tract 1082, Marin County, California",56462,83146,35965
1400000US06041109000,"Census Tract 1090, Marin County, California",67447,96627,41159
1400000US06041110100,"Census Tract 1101, Marin County, California",72837,104336,36172
1400000US06041110200,"Census Tract 1102, Marin County, California",120793,125352,82608
1400000US06041111000,"Census Tract 1110, Marin County, California",52674,93580,44654
1400000US06041112100,"Census Tract 1121, Marin County, California",51709,65000,44844
1400000US06041112200,"Census Tract 1122, Marin County, California",40218,67560,34183
1400000US06041113000,"Census Tract 1130, Marin County, California",55800,70202,30404
1400000US06041114100,"Census Tract 1141, Marin County, California",65784,75910,46786
1400000US06041114200,"Census Tract 1142, Marin County, California",54375,68125,40875
1400000US06041115000,"Census Tract 1150, Marin County, California",77617,85475,41685
1400000US06041116000,"Census Tract 1160, Marin County, California",76482,87682,45833
1400000US06041117000,"Census Tract 1170, Marin County, California",70566,99654,43828
1400000US06041118100,"Census Tract 1181, Marin County, California",97520,98908,91954
1400000US06041118200,"Census Tract 1182, Marin County, California",85948,102781,30260
1400000US06041119100,"Census Tract 1191, Marin County, California",106574,148352,60972
1400000US06041119200,"Census Tract 1192, Marin County, California",74044,106189,50054
1400000US06041120000,"Census Tract 1200, Marin County, California",73657,103082,52202
1400000US06041121100,"Census Tract 1211, Marin County, California",73684,92185,57063
1400000US06041121200,"Census Tract 1212, Marin County, California",75465,76935,73563
1400000US06041122000,"Census Tract 1220, Marin County, California",71250,0,71250
1400000US06041123000,"Census Tract 1230, Marin County, California",121706,150708,79031
1400000US06041124100,"Census Tract 1241, Marin County, California",104399,141783,66875
1400000US06041124200,"Census Tract 1242, Marin County, California",105502,157079,66406
1400000US06041125000,"Census Tract 1250, Marin County, California",69524,120182,47177
1400000US06041126100,"Census Tract 1261, Marin County, California",103079,123297,62313
1400000US06041126200,"Census Tract 1262, Marin County, California",66806,106430,41750
1400000US06041127000,"Census Tract 1270, Marin County, California",94746,123859,60156
1400000US06041128100,"Census Tract 1281, Marin County, California",101063,112572,62255
1400000US06041128200,"Census Tract 1282, Marin County, California",100395,111662,62188
1400000US06041129000,"Census Tract 1290, Marin County, California",41000,53942,37128
1400000US06041130200,"Census Tract 1302, Marin County, California",86205,100102,75215
1400000US06041131000,"Census Tract 1310, Marin County, California",65781,128554,42500
1400000US06041132100,"Census Tract 1321, Marin County, California",61111,75893,46786
1400000US06041132200,"Census Tract 1322, Marin County, California",47692,70446,33977
1400000US06041133000,"Census Tract 1330, Marin County, California",51414,64907,40074
1400000US06043000100,"Census Tract 1, Mariposa County, California",30114,41951,15948
1400000US06043000200,"Census Tract 2, Mariposa County, California",31358,33875,23750
1400000US06043000300,"Census Tract 3, Mariposa County, California",35577,38710,29615
1400000US06043000400,"Census Tract 4, Mariposa County, California",41653,42188,41083
1400000US06045010100,"Census Tract 101, Mendocino County, California",28750,35197,21900
1400000US06045010200,"Census Tract 102, Mendocino County, California",30517,37594,18750
1400000US06045010300,"Census Tract 103, Mendocino County, California",39929,42464,28500
1400000US06045010400,"Census Tract 104, Mendocino County, California",32615,41328,24653
1400000US06045010500,"Census Tract 105, Mendocino County, California",27275,33000,23506
1400000US06045010600,"Census Tract 106, Mendocino County, California",39540,42533,31250
1400000US06045010700,"Census Tract 107, Mendocino County, California",26734,40705,21866
1400000US06045010801,"Census Tract 108.01, Mendocino County, California",43956,50361,31281
1400000US06045010802,"Census Tract 108.02, Mendocino County, California",42750,49063,25865
1400000US06045010900,"Census Tract 109, Mendocino County, California",34167,36490,28462
1400000US06045011000,"Census Tract 110, Mendocino County, California",41709,45326,33397
1400000US06045011100,"Census Tract 111, Mendocino County, California",38367,47059,24479
1400000US06045011200,"Census Tract 112, Mendocino County, California",34143,37135,29792
1400000US06045011300,"Census Tract 113, Mendocino County, California",38316,52692,24356
1400000US06045011400,"Census Tract 114, Mendocino County, California",47444,54340,29306
1400000US06045011500,"Census Tract 115, Mendocino County, California",33146,40977,27893
1400000US06045011600,"Census Tract 116, Mendocino County, California",23620,24618,23107
1400000US06045011700,"Census Tract 117, Mendocino County, California",54242,71321,33924
1400000US06045011800,"Census Tract 118, Mendocino County, California",34960,54141,28462
1400000US06047000100,"Census Tract 1, Merced County, California",30714,32778,28077
1400000US06047000200,"Census Tract 2, Merced County, California",40176,44344,27105
1400000US06047000301,"Census Tract 3.01, Merced County, California",35236,41293,26552
1400000US06047000303,"Census Tract 3.03, Merced County, California",36429,36563,34712
1400000US06047000304,"Census Tract 3.04, Merced County, California",30291,37431,21745
1400000US06047000400,"Census Tract 4, Merced County, California",40920,46908,35053
1400000US06047000503,"Census Tract 5.03, Merced County, California",31031,33875,23947
1400000US06047000504,"Census Tract 5.04, Merced County, California",28950,36356,23315
1400000US06047000505,"Census Tract 5.05, Merced County, California",34509,39145,23542
1400000US06047000601,"Census Tract 6.01, Merced County, California",37817,53000,25037
1400000US06047000602,"Census Tract 6.02, Merced County, California",35737,40069,27372
1400000US06047000603,"Census Tract 6.03, Merced County, California",37047,49241,20833
1400000US06047000701,"Census Tract 7.01, Merced County, California",32042,40094,24918
1400000US06047000702,"Census Tract 7.02, Merced County, California",53849,60417,24844
1400000US06047000801,"Census Tract 8.01, Merced County, California",45556,46111,25625
1400000US06047000802,"Census Tract 8.02, Merced County, California",43189,44643,31845
1400000US06047000901,"Census Tract 9.01, Merced County, California",33224,50096,26230
1400000US06047000902,"Census Tract 9.02, Merced County, California",38317,42938,25875
1400000US06047000903,"Census Tract 9.03, Merced County, California",71635,82270,39792
1400000US06047001002,"Census Tract 10.02, Merced County, California",48688,63947,35729
1400000US06047001003,"Census Tract 10.03, Merced County, California",25673,39234,22584
1400000US06047001004,"Census Tract 10.04, Merced County, California",28725,66442,24848
1400000US06047001005,"Census Tract 10.05, Merced County, California",25425,36932,20733
1400000US06047001101,"Census Tract 11.01, Merced County, California",49451,56166,28895
1400000US06047001102,"Census Tract 11.02, Merced County, California",64375,64669,23750
1400000US06047001200,"Census Tract 12, Merced County, California",50339,55640,32917
1400000US06047001301,"Census Tract 13.01, Merced County, California",23346,33056,17201
1400000US06047001302,"Census Tract 13.02, Merced County, California",22841,28826,18015
1400000US06047001401,"Census Tract 14.01, Merced County, California",28469,38429,21497
1400000US06047001402,"Census Tract 14.02, Merced County, California",47316,63828,20370
1400000US06047001501,"Census Tract 15.01, Merced County, California",41013,45820,21333
1400000US06047001502,"Census Tract 15.02, Merced County, California",22770,30400,16619
1400000US06047001503,"Census Tract 15.03, Merced County, California",19273,31438,15750
1400000US06047001601,"Census Tract 16.01, Merced County, California",21336,31979,20118
1400000US06047001602,"Census Tract 16.02, Merced County, California",25085,35729,15513
1400000US06047001700,"Census Tract 17, Merced County, California",28889,34808,21400
1400000US06047001801,"Census Tract 18.01, Merced County, California",66193,66534,56429
1400000US06047001802,"Census Tract 18.02, Merced County, California",28424,36250,24271
1400000US06047001901,"Census Tract 19.01, Merced County, California",25517,28750,22500
1400000US06047001902,"Census Tract 19.02, Merced County, California",31985,35529,25750
1400000US06047002000,"Census Tract 20, Merced County, California",38546,47892,19263
1400000US06047002100,"Census Tract 21, Merced County, California",33237,46300,24548
1400000US06047002201,"Census Tract 22.01, Merced County, California",26201,33605,21563
1400000US06047002202,"Census Tract 22.02, Merced County, California",47836,51333,34276
1400000US06047002301,"Census Tract 23.01, Merced County, California",54896,59665,36989
1400000US06047002302,"Census Tract 23.02, Merced County, California",48271,58398,30982
1400000US06047002400,"Census Tract 24, Merced County, California",27577,34447,20082
1400000US06049000100,"Census Tract 1, Modoc County, California",24227,29972,15485
1400000US06049000200,"Census Tract 2, Modoc County, California",28348,31563,22656
1400000US06049000300,"Census Tract 3, Modoc County, California",34097,38125,19821
1400000US06049000400,"Census Tract 4, Modoc County, California",27885,35982,18958
1400000US06051000100,"Census Tract 1, Mono County, California",44623,49468,30538
1400000US06051000200,"Census Tract 2, Mono County, California",44188,57993,32096
1400000US06053000101,"Census Tract 1.01, Monterey County, California",63393,61176,70114
1400000US06053000102,"Census Tract 1.02, Monterey County, California",55546,58444,47974
1400000US06053000103,"Census Tract 1.03, Monterey County, California",50167,72639,37841
1400000US06053000104,"Census Tract 1.04, Monterey County, California",60458,61131,48571
1400000US06053000200,"Census Tract 2, Monterey County, California",45688,52656,36250
1400000US06053000300,"Census Tract 3, Monterey County, California",45275,53833,35341
1400000US06053000400,"Census Tract 4, Monterey County, California",33665,49891,29196
1400000US06053000500,"Census Tract 5, Monterey County, California",30833,44185,26242
1400000US06053000600,"Census Tract 6, Monterey County, California",33328,44330,27105
1400000US06053000700,"Census Tract 7, Monterey County, California",32804,50430,27367
1400000US06053000800,"Census Tract 8, Monterey County, California",38750,48082,35133
1400000US06053000900,"Census Tract 9, Monterey County, California",32054,39133,25507
1400000US06053001000,"Census Tract 10, Monterey County, California",31375,34000,27431
1400000US06053001100,"Census Tract 11, Monterey County, California",53071,69188,28977
1400000US06053001200,"Census Tract 12, Monterey County, California",50478,62917,33106
1400000US06053001300,"Census Tract 13, Monterey County, California",22721,26964,22123
1400000US06053001400,"Census Tract 14, Monterey County, California",42679,75636,33237
1400000US06053001500,"Census Tract 15, Monterey County, California",48664,58077,41269
1400000US06053001600,"Census Tract 16, Monterey County, California",60438,67006,32813
1400000US06053001700,"Census Tract 17, Monterey County, California",35625,49966,30404
1400000US06053001800,"Census Tract 18, Monterey County, California",49535,59980,40688
1400000US06053010101,"Census Tract 101.01, Monterey County, California",41402,47663,38482
1400000US06053010102,"Census Tract 101.02, Monterey County, California",67535,75377,36932
1400000US06053010201,"Census Tract 102.01, Monterey County, California",47903,51771,33304
1400000US06053010202,"Census Tract 102.02, Monterey County, California",58526,67708,47727
1400000US06053010302,"Census Tract 103.02, Monterey County, California",41422,42386,34063
1400000US06053010303,"Census Tract 103.03, Monterey County, California",65461,108971,34643
1400000US06053010304,"Census Tract 103.04, Monterey County, California",52453,55728,34489
1400000US06053010305,"Census Tract 103.05, Monterey County, California",68155,72269,50898
1400000US06053010400,"Census Tract 104, Monterey County, California",40254,45240,35406
1400000US06053010501,"Census Tract 105.01, Monterey County, California",72172,77158,55217
1400000US06053010503,"Census Tract 105.03, Monterey County, California",43382,50961,38702
1400000US06053010504,"Census Tract 105.04, Monterey County, California",44048,50327,37891
1400000US06053010602,"Census Tract 106.02, Monterey County, California",34315,46595,28938
1400000US06053010603,"Census Tract 106.03, Monterey County, California",84326,86542,41250
1400000US06053010604,"Census Tract 106.04, Monterey County, California",65313,65239,71000
1400000US06053010605,"Census Tract 106.05, Monterey County, California",52900,55069,46125
1400000US06053010606,"Census Tract 106.06, Monterey County, California",53973,73429,28850
1400000US06053010701,"Census Tract 107.01, Monterey County, California",89346,89746,73333
1400000US06053010702,"Census Tract 107.02, Monterey County, California",90565,101303,44417
1400000US06053010801,"Census Tract 108.01, Monterey County, California",42738,50613,34057
1400000US06053010802,"Census Tract 108.02, Monterey County, California",42768,51250,31667
1400000US06053010900,"Census Tract 109, Monterey County, California",0,0,0
1400000US06053011000,"Census Tract 110, Monterey County, California",70091,83872,34115
1400000US06053011101,"Census Tract 111.01, Monterey County, California",43006,48185,31750
1400000US06053011102,"Census Tract 111.02, Monterey County, California",46051,53542,28875
1400000US06053011201,"Census Tract 112.01, Monterey County, California",35364,35982,31923
1400000US06053011202,"Census Tract 112.02, Monterey County, California",41071,49375,28060
1400000US06053011301,"Census Tract 113.01, Monterey County, California",44903,50039,27432
1400000US06053011302,"Census Tract 113.02, Monterey County, California",29272,47396,25750
1400000US06053011400,"Census Tract 114, Monterey County, California",37529,43854,31944
1400000US06053011500,"Census Tract 115, Monterey County, California",42625,51484,35769
1400000US06053011600,"Census Tract 116, Monterey County, California",65439,75629,46094
1400000US06053011700,"Census Tract 117, Monterey County, California",80190,87540,57734
1400000US06053011800,"Census Tract 118, Monterey County, California",56061,67837,36422
1400000US06053011900,"Census Tract 119, Monterey County, California",98013,100871,85000
1400000US06053012000,"Census Tract 120, Monterey County, California",50233,70104,38111
1400000US06053012100,"Census Tract 121, Monterey County, California",49260,58403,39643
1400000US06053012200,"Census Tract 122, Monterey County, California",51593,55461,48702
1400000US06053012301,"Census Tract 123.01, Monterey County, California",70893,72656,29886
1400000US06053012302,"Census Tract 123.02, Monterey County, California",51976,62955,50147
1400000US06053012401,"Census Tract 124.01, Monterey County, California",47500,62321,43869
1400000US06053012402,"Census Tract 124.02, Monterey County, California",48920,67466,36357
1400000US06053012500,"Census Tract 125, Monterey County, California",50306,56563,44661
1400000US06053012600,"Census Tract 126, Monterey County, California",42308,0,42308
1400000US06053012700,"Census Tract 127, Monterey County, California",35563,48750,32099
1400000US06053012800,"Census Tract 128, Monterey County, California",61539,71389,41719
1400000US06053013000,"Census Tract 130, Monterey County, California",46000,54688,44359
1400000US06053013100,"Census Tract 131, Monterey County, California",52394,36250,52596
1400000US06053013200,"Census Tract 132, Monterey County, California",80494,85239,72574
1400000US06053013300,"Census Tract 133, Monterey County, California",44575,55565,36484
1400000US06053013400,"Census Tract 134, Monterey County, California",60200,62045,55714
1400000US06053013500,"Census Tract 135, Monterey County, California",48101,57028,26333
1400000US06053013600,"Census Tract 136, Monterey County, California",41117,47132,37607
1400000US06053013700,"Census Tract 137, Monterey County, California",34242,42917,32830
1400000US06053013800,"Census Tract 138, Monterey County, California",46488,50230,37692
1400000US06053013900,"Census Tract 139, Monterey County, California",42750,46211,37292
1400000US06053014000,"Census Tract 140, Monterey County, California",34338,47333,29295
1400000US06053014101,"Census Tract 141.01, Monterey County, California",38661,100870,34760
1400000US06053014102,"Census Tract 141.02, Monterey County, California",45109,85489,44632
1400000US06053014103,"Census Tract 141.03, Monterey County, California",41097,32014,41186
1400000US06053014200,"Census Tract 142, Monterey County, California",40220,50750,34950
1400000US06053014301,"Census Tract 143.01, Monterey County, California",53716,70114,40957
1400000US06053014302,"Census Tract 143.02, Monterey County, California",44276,57946,31208
1400000US06055200201,"Census Tract 2002.01, Napa County, California",41716,44612,39271
1400000US06055200202,"Census Tract 2002.02, Napa County, California",36597,58750,26593
1400000US06055200203,"Census Tract 2002.03, Napa County, California",44188,51823,36544
1400000US06055200300,"Census Tract 2003, Napa County, California",46147,56012,34212
1400000US06055200400,"Census Tract 2004, Napa County, California",54265,67188,40060
1400000US06055200501,"Census Tract 2005.01, Napa County, California",37115,39922,33877
1400000US06055200502,"Census Tract 2005.02, Napa County, California",44763,62097,37813
1400000US06055200503,"Census Tract 2005.03, Napa County, California",34024,48375,32381
1400000US06055200600,"Census Tract 2006, Napa County, California",55684,62172,37474
1400000US06055200701,"Census Tract 2007.01, Napa County, California",49157,56500,37727
1400000US06055200702,"Census Tract 2007.02, Napa County, California",66658,77636,46932
1400000US06055200703,"Census Tract 2007.03, Napa County, California",83312,85254,73661
1400000US06055200801,"Census Tract 2008.01, Napa County, California",48031,59107,38367
1400000US06055200802,"Census Tract 2008.02, Napa County, California",47184,65804,34960
1400000US06055200900,"Census Tract 2009, Napa County, California",85489,0,85489
1400000US06055201001,"Census Tract 2010.01, Napa County, California",65213,66832,47813
1400000US06055201002,"Census Tract 2010.02, Napa County, California",34141,36277,19464
1400000US06055201100,"Census Tract 2011, Napa County, California",71125,82011,39519
1400000US06055201200,"Census Tract 2012, Napa County, California",48036,49455,38906
1400000US06055201300,"Census Tract 2013, Napa County, California",46944,43438,50741
1400000US06055201400,"Census Tract 2014, Napa County, California",82468,91728,50573
1400000US06055201500,"Census Tract 2015, Napa County, California",72083,92883,54327
1400000US06055201600,"Census Tract 2016, Napa County, California",59349,80281,42407
1400000US06055201700,"Census Tract 2017, Napa County, California",58021,70139,44931
1400000US06055201800,"Census Tract 2018, Napa County, California",55000,58917,43958
1400000US06055201900,"Census Tract 2019, Napa County, California",56786,75701,40163
1400000US06055202000,"Census Tract 2020, Napa County, California",36933,43179,35060
1400000US06057000102,"Census Tract 1.02, Nevada County, California",55955,57483,39643
1400000US06057000103,"Census Tract 1.03, Nevada County, California",53264,58154,34375
1400000US06057000104,"Census Tract 1.04, Nevada County, California",36216,39028,22833
1400000US06057000105,"Census Tract 1.05, Nevada County, California",40500,45781,28092
1400000US06057000200,"Census Tract 2, Nevada County, California",53043,55966,27011
1400000US06057000300,"Census Tract 3, Nevada County, California",51250,53176,35781
1400000US06057000401,"Census Tract 4.01, Nevada County, California",55223,56380,45924
1400000US06057000402,"Census Tract 4.02, Nevada County, California",44504,46673,30893
1400000US06057000501,"Census Tract 5.01, Nevada County, California",30998,41094,22732
1400000US06057000502,"Census Tract 5.02, Nevada County, California",31347,34770,25950
1400000US06057000600,"Census Tract 6, Nevada County, California",27845,36729,22396
1400000US06057000701,"Census Tract 7.01, Nevada County, California",50959,54609,26100
